region,year,state,state_po,candidate,party,candidatevotes,totalvotes,number_members,prop_votes,mean_votes,avg_members,correlation,decade,regional_mean_votes,regional_mean_members
northeast,1984,Rhode Island,RI,"Reagan, Ronald",republican,212080,410489,22.5,0.5166520905554107,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.49398772488082293,20.866666666666667
northeast,1984,Rhode Island,RI,"Mondale, Walter",democrat,197106,410489,22.5,0.4801736465532572,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.49398772488082293,20.866666666666667
south,1984,South Carolina,SC,"Reagan, Ronald",republican,615539,968529,4.2,0.6355400819180427,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,South Carolina,SC,"Mondale, Walter",democrat,344459,968529,4.2,0.3556517151267541,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
midwest,1984,South Dakota,SD,"Reagan, Ronald",republican,200267,317867,11,0.6300339450147389,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4962604728701529,19.7
midwest,1984,South Dakota,SD,"Mondale, Walter",democrat,116113,317867,11,0.365287997810405,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4962604728701529,19.7
south,1984,Tennessee,TN,"Reagan, Ronald",republican,990212,1711993,13.5,0.5783972247550078,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,Tennessee,TN,"Mondale, Walter",democrat,711714,1711993,13.5,0.4157224941924412,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,Texas,TX,"Reagan, Ronald",republican,3433428,5397571,8,0.636106129961051,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,Texas,TX,"Mondale, Walter",democrat,1949276,5397571,8,0.36113948292667203,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
west,1984,Utah,UT,"Reagan, Ronald",republican,469105,629656,13.4,0.7450179145438144,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
west,1984,Utah,UT,"Mondale, Walter",democrat,155369,629656,13.4,0.246752194849251,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
northeast,1984,Vermont,VT,"Reagan, Ronald",republican,135865,234561,11.5,0.579230988953833,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.49398772488082293,20.866666666666667
northeast,1984,Vermont,VT,"Mondale, Walter",democrat,95730,234561,11.5,0.408124112704158,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.49398772488082293,20.866666666666667
south,1984,Virginia,VA,"Reagan, Ronald",republican,1337078,2146635,10.8,0.622871610683698,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,Virginia,VA,"Mondale, Walter",democrat,796250,2146635,10.8,0.3709293848278818,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
west,1984,Washington,WA,"Reagan, Ronald",republican,1051670,1874910,26.3,0.5609175907110208,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
west,1984,Washington,WA,"Mondale, Walter",democrat,798352,1874910,26.3,0.42580817212559535,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
south,1984,West Virginia,WV,"Reagan, Ronald",republican,405483,735742,24.1,0.551121181066189,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
south,1984,West Virginia,WV,"Mondale, Walter",democrat,328125,735742,24.1,0.44597834567008543,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4971341526916488,12.375
midwest,1984,Wisconsin,WI,"Reagan, Ronald",republican,1198584,2211689,25,0.5419315283477921,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.4962604728701529,19.7
midwest,1984,Wisconsin,WI,"Mondale, Walter",democrat,995740,2211689,25,0.4502170060980545,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.4962604728701529,19.7
west,1984,Wyoming,WY,"Reagan, Ronald",republican,133241,188968,15.7,0.7050982176876508,0.597077653555457,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
west,1984,Wyoming,WY,"Mondale, Walter",democrat,53370,188968,15.7,0.28242877100884806,0.39383877838478976,17.241176470588236,-0.010553199308828965,1980s,0.49366422915095753,18.43076923076923
south,1988,Alabama,AL,"Bush, George H.W.",republican,815576,1378476,14.4,0.5916504893810266,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Alabama,AL,"Dukakis, Michael",democrat,549506,1378476,14.4,0.39863298309147205,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,Alaska,AK,"Bush, George H.W.",republican,119251,200116,24.3,0.595909372563913,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Alaska,AK,"Dukakis, Michael",democrat,72584,200116,24.3,0.362709628415519,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Arizona,AZ,"Bush, George H.W.",republican,702541,1171873,7,0.5995026764845679,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Arizona,AZ,"Dukakis, Michael",democrat,454029,1171873,7,0.387438741228785,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
south,1988,Arkansas,AR,"Bush, George H.W.",republican,466578,827738,9.9,0.563678361993771,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Arkansas,AR,"Dukakis, Michael",democrat,349237,827738,9.9,0.4219173216645847,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,California,CA,"Bush, George H.W.",republican,5054917,9887065,18.8,0.5112656789451673,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,California,CA,"Dukakis, Michael",democrat,4702233,9887065,18.8,0.4755944256460335,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Colorado,CO,"Bush, George H.W.",republican,728177,1372394,10.6,0.5305888833673129,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Colorado,CO,"Dukakis, Michael",democrat,621453,1372394,10.6,0.45282404324122666,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
northeast,1988,Connecticut,CT,"Bush, George H.W.",republican,750241,1443394,19.6,0.5197756122029051,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Connecticut,CT,"Dukakis, Michael",democrat,676584,1443394,19.6,0.4687451936200372,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
south,1988,Delaware,DE,"Bush, George H.W.",republican,139639,249891,15.8,0.5587996366415757,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Delaware,DE,"Dukakis, Michael",democrat,108647,249891,15.8,0.4347775630174756,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
NA,1988,District of Columbia,DC,"Dukakis, Michael",democrat,159407,192877,15,0.8264697190437429,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.48475712500712886,15
NA,1988,District of Columbia,DC,"Bush, George H.W.",republican,27590,192877,15,0.1430445309705149,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.48475712500712886,15
south,1988,Florida,FL,"Bush, George H.W.",republican,2618885,4302313,7.9,0.6087155908926198,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Florida,FL,"Dukakis, Michael",democrat,1656701,4302313,7.9,0.3850721693191546,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Georgia,GA,"Bush, George H.W.",republican,1081331,1809672,10.6,0.5975287234371753,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Georgia,GA,"Dukakis, Michael",democrat,714792,1809672,10.6,0.394984284444916,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,Hawaii,HI,"Dukakis, Michael",democrat,192364,354461,30.3,0.5426944007944456,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Hawaii,HI,"Bush, George H.W.",republican,158625,354461,30.3,0.44751044543687457,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Idaho,ID,"Bush, George H.W.",republican,253881,408968,11.8,0.6207845112576045,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Idaho,ID,"Dukakis, Michael",democrat,147272,408968,11.8,0.36010641419377554,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
midwest,1988,Illinois,IL,"Bush, George H.W.",republican,2310939,4559120,21.5,0.5068826878871361,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Illinois,IL,"Dukakis, Michael",democrat,2215940,4559120,21.5,0.4860455526505115,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Indiana,IN,"Bush, George H.W.",republican,1297763,2168621,20.8,0.5984277566250626,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Indiana,IN,"Dukakis, Michael",democrat,860643,2168621,20.8,0.39686187674102574,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Iowa,IA,"Dukakis, Michael",democrat,670557,1225614,15,0.5471192398259158,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Iowa,IA,"Bush, George H.W.",republican,545355,1225614,15,0.4449647278833303,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Kansas,KS,"Bush, George H.W.",republican,554049,993044,12.4,0.5579299608073761,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Kansas,KS,"Dukakis, Michael",democrat,422636,993044,12.4,0.4255964488985382,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
south,1988,Kentucky,KY,"Bush, George H.W.",republican,734281,1322517,16.7,0.5552147911898297,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Kentucky,KY,"Dukakis, Michael",democrat,580368,1322517,16.7,0.4388359469103233,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Louisiana,LA,"Bush, George H.W.",republican,883702,1628202,9.8,0.5427471529945301,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Louisiana,LA,"Dukakis, Michael",democrat,717460,1628202,9.8,0.4406455710040892,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
northeast,1988,Maine,ME,"Bush, George H.W.",republican,307131,555035,16.8,0.5533542929725153,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Maine,ME,"Dukakis, Michael",democrat,243569,555035,16.8,0.4388353887592674,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
south,1988,Maryland,MD,"Bush, George H.W.",republican,876167,1714358,15.7,0.511075866300971,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Maryland,MD,"Dukakis, Michael",democrat,826304,1714358,15.7,0.48199034274054775,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
northeast,1988,Massachusetts,MA,"Dukakis, Michael",democrat,1401415,2632801,18.6,0.5322905149306765,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Massachusetts,MA,"Bush, George H.W.",republican,1194635,2632801,18.6,0.4537505873022686,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
midwest,1988,Michigan,MI,"Bush, George H.W.",republican,1965486,3669163,26.9,0.5356769377648254,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Michigan,MI,"Dukakis, Michael",democrat,1675783,3669163,26.9,0.4567207834593339,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Minnesota,MN,"Dukakis, Michael",democrat,1109471,2096790,21.1,0.5291283342633263,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Minnesota,MN,"Bush, George H.W.",republican,962337,2096790,21.1,0.4589572632452463,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
south,1988,Mississippi,MS,"Bush, George H.W.",republican,557890,931527,7.7,0.5988983679485405,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Mississippi,MS,"Dukakis, Michael",democrat,363921,931527,7.7,0.39067144591622144,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
midwest,1988,Missouri,MO,"Bush, George H.W.",republican,1084953,2093228,16.9,0.5183157305367595,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Missouri,MO,"Dukakis, Michael",democrat,1001619,2093228,16.9,0.4785044916272857,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
west,1988,Montana,MT,"Bush, George H.W.",republican,190412,365674,18.4,0.5207151725307241,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Montana,MT,"Dukakis, Michael",democrat,168936,365674,18.4,0.46198526556440983,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
midwest,1988,Nebraska,NE,"Bush, George H.W.",republican,397956,661465,12,0.6016282040621953,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Nebraska,NE,"Dukakis, Michael",democrat,259235,661465,12,0.39191038074576884,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
west,1988,Nevada,NV,"Bush, George H.W.",republican,206040,343133,18.1,0.6004668743606706,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Nevada,NV,"Dukakis, Michael",democrat,132738,343133,18.1,0.38684125397440644,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
northeast,1988,New Hampshire,NH,"Bush, George H.W.",republican,281537,450525,10.3,0.624908717607236,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,New Hampshire,NH,"Dukakis, Michael",democrat,163696,450525,10.3,0.36334498640475,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,New Jersey,NJ,"Bush, George H.W.",republican,1743192,3099553,24,0.5624010946094485,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,New Jersey,NJ,"Dukakis, Michael",democrat,1320352,3099553,24,0.4259814237730408,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
west,1988,New Mexico,NM,"Bush, George H.W.",republican,270341,521387,8.6,0.5185035300074609,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,New Mexico,NM,"Dukakis, Michael",democrat,244497,521387,8.6,0.4689357425482415,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
northeast,1988,New York,NY,"Dukakis, Michael",democrat,3255487,6485683,28.3,0.5019497561012464,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,New York,NY,"Bush, George H.W.",republican,2838414,6485683,28.3,0.4376430362075976,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
south,1988,North Carolina,NC,"Bush, George H.W.",republican,1237258,2134370,6.4,0.5796829977932598,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,North Carolina,NC,"Dukakis, Michael",democrat,890167,2134370,6.4,0.41706311464272827,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
midwest,1988,North Dakota,ND,"Bush, George H.W.",republican,166559,297261,11.7,0.5603123181312045,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,North Dakota,ND,"Dukakis, Michael",democrat,127739,297261,11.7,0.429720010361265,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Ohio,OH,"Bush, George H.W.",republican,2416549,4393585,22.5,0.5500175824525985,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Ohio,OH,"Dukakis, Michael",democrat,1939629,4393585,22.5,0.4414684136075665,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
south,1988,Oklahoma,OK,"Bush, George H.W.",republican,678367,1171036,10.1,0.5792879125833877,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Oklahoma,OK,"Dukakis, Michael",democrat,483423,1171036,10.1,0.41281651460757823,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,Oregon,OR,"Dukakis, Michael",democrat,616206,1201694,21,0.5127811239799815,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Oregon,OR,"Bush, George H.W.",republican,560126,1201694,21,0.4661136695365043,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
northeast,1988,Pennsylvania,PA,"Bush, George H.W.",republican,2300087,4536251,21.2,0.5070457961872039,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Pennsylvania,PA,"Dukakis, Michael",democrat,2194944,4536251,21.2,0.48386740504438575,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Rhode Island,RI,"Dukakis, Michael",democrat,225123,404622,19.9,0.5563785459021012,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Rhode Island,RI,"Bush, George H.W.",republican,177761,404622,19.9,0.43932608706397575,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
south,1988,South Carolina,SC,"Bush, George H.W.",republican,606443,986009,5.2,0.6150481385058352,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,South Carolina,SC,"Dukakis, Michael",democrat,370554,986009,5.2,0.37581198548897626,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
midwest,1988,South Dakota,SD,"Bush, George H.W.",republican,165415,312991,9.2,0.5284976245323348,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,South Dakota,SD,"Dukakis, Michael",democrat,145560,312991,9.2,0.4650612956922084,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
south,1988,Tennessee,TN,"Bush, George H.W.",republican,947233,1636250,12.4,0.5789048128342246,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Tennessee,TN,"Dukakis, Michael",democrat,679794,1636250,12.4,0.4154585179526356,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Texas,TX,"Bush, George H.W.",republican,3036829,5427410,7.1,0.559535579585843,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Texas,TX,"Dukakis, Michael",democrat,2352748,5427410,7.1,0.433493692203095,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,Utah,UT,"Bush, George H.W.",republican,428442,647008,12.4,0.6621896483505614,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Utah,UT,"Dukakis, Michael",democrat,207343,647008,12.4,0.320464352836441,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
northeast,1988,Vermont,VT,"Bush, George H.W.",republican,124331,243328,10.8,0.510960514203051,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
northeast,1988,Vermont,VT,"Dukakis, Michael",democrat,115775,243328,10.8,0.47579809968437664,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49201983625422685,18.833333333333332
south,1988,Virginia,VA,"Bush, George H.W.",republican,1309162,2191609,9.3,0.5973519911626572,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,Virginia,VA,"Dukakis, Michael",democrat,859799,2191609,9.3,0.3923140487194568,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
west,1988,Washington,WA,"Dukakis, Michael",democrat,933516,1865253,24.6,0.5004768790078343,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Washington,WA,"Bush, George H.W.",republican,903835,1865253,24.6,0.48456429235068915,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
south,1988,West Virginia,WV,"Dukakis, Michael",democrat,341016,653311,20.2,0.5219811085378939,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
south,1988,West Virginia,WV,"Bush, George H.W.",republican,310065,653311,20.2,0.47460550947404834,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591226665563887,11.2
midwest,1988,Wisconsin,WI,"Dukakis, Michael",democrat,1126794,2191608,22.2,0.5141403024628491,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
midwest,1988,Wisconsin,WI,"Bush, George H.W.",republican,1047499,2191608,22.2,0.47795910582549433,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49591029292038163,17.683333333333334
west,1988,Wyoming,WY,"Bush, George H.W.",republican,106867,176551,13.6,0.6053038498790718,0.5366259744484451,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
west,1988,Wyoming,WY,"Dukakis, Michael",democrat,67113,176551,13.6,0.3801337857049804,0.45108609472542055,15.596078431372549,-0.01531869021317905,1980s,0.49140017931566166,16.884615384615383
south,1992,Alabama,AL,"Bush, George H.W.",republican,804283,1688060,14,0.4764540359939813,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Alabama,AL,"Clinton, Bill",democrat,690080,1688060,14,0.4088006350485172,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
west,1992,Alaska,AK,"Bush, George H.W.",republican,102000,258506,20.9,0.3945749808515083,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,Alaska,AK,"Clinton, Bill",democrat,78294,258506,20.9,0.3028711132430195,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,Arizona,AZ,"Bush, George H.W.",republican,572086,1486975,7.4,0.38473141781132836,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,Arizona,AZ,"Clinton, Bill",democrat,543050,1486975,7.4,0.3652045259671481,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
south,1992,Arkansas,AR,"Clinton, Bill",democrat,505823,950653,8.8,0.5320795284925204,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Arkansas,AR,"Bush, George H.W.",republican,337324,950653,8.8,0.3548339930552999,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
west,1992,California,CA,"Clinton, Bill",democrat,5121325,11131721,18.6,0.46006587840280944,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,California,CA,"Bush, George H.W.",republican,3630574,11131721,18.6,0.32614669375921296,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,Colorado,CO,"Clinton, Bill",democrat,629681,1569180,10.2,0.40128028651907366,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
west,1992,Colorado,CO,"Bush, George H.W.",republican,562850,1569180,10.2,0.35869052626212417,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.3749502877886723,15.953846153846154
northeast,1992,Connecticut,CT,"Clinton, Bill",democrat,682318,1616156,18,0.42218572959541034,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.385477919657625,17.922222222222224
northeast,1992,Connecticut,CT,"Bush, George H.W.",republican,578313,1616156,18,0.35783241221763246,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.385477919657625,17.922222222222224
south,1992,Delaware,DE,"Clinton, Bill",democrat,126054,289620,16.6,0.43523927905531384,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Delaware,DE,"Bush, George H.W.",republican,102313,289620,16.6,0.35326634900904635,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
NA,1992,District of Columbia,DC,"Clinton, Bill",democrat,192619,227572,13.4,0.8464090485648498,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.468680241857522,13.4
NA,1992,District of Columbia,DC,"Bush, George H.W.",republican,20698,227572,13.4,0.09095143515019423,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.468680241857522,13.4
south,1992,Florida,FL,"Bush, George H.W.",republican,2173310,5313392,8.2,0.4090249693604387,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Florida,FL,"Clinton, Bill",democrat,2071698,5313392,8.2,0.3899012156452978,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Georgia,GA,"Clinton, Bill",democrat,1008966,2321133,7.4,0.4346868533599755,0.42014965820186745,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
south,1992,Georgia,GA,"Bush, George H.W.",republican,995252,2321133,7.4,0.4287785318635339,0.375547740713412,14.633333333333333,-0.07774890040381165,1990s,0.42489951620031147,10.375
