region,year,state,state_po,candidate,party,candidatevotes,totalvotes,number_members,prop_votes,mean_votes,avg_members,correlation,decade,regional_mean_votes,regional_mean_members
south,1996,Louisiana,LA,"Clinton, Bill",democrat,927837,1783959,8.2,0.5200999574541791,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Louisiana,LA,"Dole, Robert",republican,712586,1783959,8.2,0.3994407943231879,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
northeast,1996,Maine,ME,"Clinton, Bill",democrat,312788,605897,14.7,0.5162395588689167,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Maine,ME,"Dole, Robert",republican,186378,605897,14.7,0.3076067384390416,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
south,1996,Maryland,MD,"Clinton, Bill",democrat,966207,1780870,14.9,0.5425477435186173,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Maryland,MD,"Dole, Robert",republican,681530,1780870,14.9,0.38269497492798465,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
northeast,1996,Massachusetts,MA,"Clinton, Bill",democrat,1571509,2556459,15.5,0.614720987115381,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Massachusetts,MA,"Dole, Robert",republican,718058,2556459,15.5,0.2808799202334166,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
midwest,1996,Michigan,MI,"Clinton, Bill",democrat,1989653,3848844,24.2,0.5169482057469723,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Michigan,MI,"Dole, Robert",republican,1481212,3848844,24.2,0.3848459433533809,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Minnesota,MN,"Clinton, Bill",democrat,1120380,2192492,20.7,0.5110075658200806,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Minnesota,MN,"Dole, Robert",republican,766395,2192492,20.7,0.3495542971194422,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
south,1996,Mississippi,MS,"Dole, Robert",republican,439838,893857,5.9,0.4920675231049262,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Mississippi,MS,"Clinton, Bill",democrat,394022,893857,5.9,0.4408110022072882,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
midwest,1996,Missouri,MO,"Clinton, Bill",democrat,1025935,2158065,15.4,0.4753957827961623,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Missouri,MO,"Dole, Robert",republican,890016,2158065,15.4,0.41241389856190613,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
west,1996,Montana,MT,"Dole, Robert",republican,179652,407083,16.2,0.44131540742305625,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Montana,MT,"Clinton, Bill",democrat,167922,407083,16.2,0.41250064483164367,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
midwest,1996,Nebraska,NE,"Dole, Robert",republican,363467,677415,8.8,0.5365499730593506,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Nebraska,NE,"Clinton, Bill",democrat,236761,677415,8.8,0.34950658016134867,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
west,1996,Nevada,NV,"Clinton, Bill",democrat,203974,464279,20.5,0.43933496884416484,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Nevada,NV,"Dole, Robert",republican,199244,464279,20.5,0.4291471292046377,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
northeast,1996,New Hampshire,NH,"Clinton, Bill",democrat,246166,496597,11.3,0.4957057734944029,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,New Hampshire,NH,"Dole, Robert",republican,196486,496597,11.3,0.395664895277257,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,New Jersey,NJ,"Clinton, Bill",democrat,1652361,3075860,22,0.5372029286118354,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,New Jersey,NJ,"Dole, Robert",republican,1103099,3075860,22,0.3586310820388444,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
west,1996,New Mexico,NM,"Clinton, Bill",democrat,273495,556074,8.6,0.4918320223567367,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,New Mexico,NM,"Dole, Robert",republican,232751,556074,8.6,0.4185611986893831,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
northeast,1996,New York,NY,"Clinton, Bill",democrat,3649630,6439129,27,0.5667893903041855,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,New York,NY,"Dole, Robert",republican,1738707,6439129,27,0.27002207907311687,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
south,1996,North Carolina,NC,"Dole, Robert",republican,1225938,2515807,4.2,0.4872941366328975,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,North Carolina,NC,"Clinton, Bill",democrat,1107849,2515807,4.2,0.4403553213740164,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
midwest,1996,North Dakota,ND,"Dole, Robert",republican,125050,266411,9.4,0.46938752528987165,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,North Dakota,ND,"Clinton, Bill",democrat,106905,266411,9.4,0.4012784757386144,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Ohio,OH,"Clinton, Bill",democrat,2148222,4534434,19.6,0.4737574744720069,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Ohio,OH,"Dole, Robert",republican,1859883,4534434,19.6,0.4101687222705193,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
south,1996,Oklahoma,OK,"Dole, Robert",republican,582315,1206713,10.6,0.48256296236139,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Oklahoma,OK,"Clinton, Bill",democrat,488105,1206713,10.6,0.40449137450247075,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
west,1996,Oregon,OR,"Clinton, Bill",democrat,649641,1377760,18.4,0.4715197131575891,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Oregon,OR,"Dole, Robert",republican,538152,1377760,18.4,0.3905992335384973,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
northeast,1996,Pennsylvania,PA,"Clinton, Bill",democrat,2215819,4501307,17.8,0.492261247677619,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Pennsylvania,PA,"Dole, Robert",republican,1801169,4501307,17.8,0.40014355830428805,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Rhode Island,RI,"Clinton, Bill",democrat,233050,390247,19.2,0.5971858848370392,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Rhode Island,RI,"Dole, Robert",republican,104683,390247,19.2,0.26824805828103737,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
south,1996,South Carolina,SC,"Dole, Robert",republican,573339,1150182,3.8,0.498476762807973,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,South Carolina,SC,"Clinton, Bill",democrat,506152,1150182,3.8,0.44006252923450373,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
midwest,1996,South Dakota,SD,"Dole, Robert",republican,150543,323826,7.7,0.46488855125900946,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,South Dakota,SD,"Clinton, Bill",democrat,139333,323826,7.7,0.43027119502448846,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
south,1996,Tennessee,TN,"Clinton, Bill",democrat,909146,1894105,9.6,0.4799871179264085,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Tennessee,TN,"Dole, Robert",republican,863530,1894105,9.6,0.4559039757563599,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Texas,TX,"Dole, Robert",republican,2736167,5611644,6.7,0.48758741645050896,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Texas,TX,"Clinton, Bill",democrat,2459683,5611644,6.7,0.43831771937065145,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
west,1996,Utah,UT,"Dole, Robert",republican,361911,665629,8.5,0.54371278895601,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Utah,UT,"Clinton, Bill",democrat,221633,665629,8.5,0.3329677643251721,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
northeast,1996,Vermont,VT,"Clinton, Bill",democrat,137894,258449,9.9,0.5335443356329489,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
northeast,1996,Vermont,VT,"Dole, Robert",republican,80352,258449,9.9,0.31090079667555304,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4344983941364196,17.11111111111111
south,1996,Virginia,VA,"Dole, Robert",republican,1138350,2416642,6.9,0.471046187230049,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,Virginia,VA,"Clinton, Bill",democrat,1091060,2416642,6.9,0.45147771163457395,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
west,1996,Washington,WA,"Clinton, Bill",democrat,1123323,2253837,20.3,0.49840472048333573,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Washington,WA,"Dole, Robert",republican,840712,2253837,20.3,0.3730136651408243,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
south,1996,West Virginia,WV,"Clinton, Bill",democrat,327812,636459,15.8,0.515055958042859,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
south,1996,West Virginia,WV,"Dole, Robert",republican,233946,636459,15.8,0.3675743449303097,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.4581063108430306,9.13125
midwest,1996,Wisconsin,WI,"Clinton, Bill",democrat,1071971,2196169,19.2,0.48810952162606797,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
midwest,1996,Wisconsin,WI,"Dole, Robert",republican,845029,2196169,19.2,0.3847741225743556,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.44427795800804476,15.283333333333333
west,1996,Wyoming,WY,"Dole, Robert",republican,105388,211571,10,0.4981211980848037,0.4127883746450583,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
west,1996,Wyoming,WY,"Clinton, Bill",democrat,77934,211571,10,0.3683586124752447,0.47909001730396883,13.53921568627451,-0.07540757951492298,1990s,0.43836522643990583,14.6
south,2000,Alabama,AL,"Bush, George W.",republican,941173,1666272,9.8,0.5648375535326765,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Alabama,AL,"Gore, Al",democrat,692611,1666272,9.8,0.4156650294789806,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
west,2000,Alaska,AK,"Bush, George W.",republican,167398,285560,21.9,0.5862095531587057,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Alaska,AK,"Gore, Al",democrat,79004,285560,21.9,0.27666339823504693,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Arizona,AZ,"Bush, George W.",republican,781652,1532016,6.6,0.5102113816043696,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Arizona,AZ,"Gore, Al",democrat,685341,1532016,6.6,0.4473458501738885,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
south,2000,Arkansas,AR,"Bush, George W.",republican,472940,921781,5.9,0.5130719769663293,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Arkansas,AR,"Gore, Al",democrat,422768,921781,5.9,0.4586425626043496,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
west,2000,California,CA,"Gore, Al",democrat,5861203,10965822,16.4,0.5344973682775446,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,California,CA,"Bush, George W.",republican,4567429,10965822,16.4,0.41651496805255456,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Colorado,CO,"Bush, George W.",republican,883748,1741368,9.1,0.507502147736722,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Colorado,CO,"Gore, Al",democrat,738227,1741368,9.1,0.4239350901130605,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
northeast,2000,Connecticut,CT,"Gore, Al",democrat,816015,1459525,16.4,0.5590962813244035,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Connecticut,CT,"Bush, George W.",republican,561094,1459525,16.4,0.384436032270773,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
south,2000,Delaware,DE,"Gore, Al",democrat,180068,327529,13.4,0.5497772716309091,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Delaware,DE,"Bush, George W.",republican,137288,327529,13.4,0.4191628832866708,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
NA,2000,District of Columbia,DC,"Gore, Al",democrat,171923,201894,14.7,0.8515508137933767,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47053404261642245,14.7
NA,2000,District of Columbia,DC,"Bush, George W.",republican,18073,201894,14.7,0.08951727143946824,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47053404261642245,14.7
south,2000,Florida,FL,"Bush, George W.",republican,2912790,5963110,6.9,0.4884682657204043,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Florida,FL,"Gore, Al",democrat,2912253,5963110,6.9,0.48837821204036147,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Georgia,GA,"Bush, George W.",republican,1419720,2583208,6.3,0.5495956965137921,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Georgia,GA,"Gore, Al",democrat,1116230,2583208,6.3,0.4321099965624139,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
west,2000,Hawaii,HI,"Gore, Al",democrat,205286,367951,24.6,0.5579166791230354,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Hawaii,HI,"Bush, George W.",republican,137845,367951,24.6,0.3746286869719066,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Idaho,ID,"Bush, George W.",republican,336937,501615,7.9,0.6717043948047806,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Idaho,ID,"Gore, Al",democrat,138637,501615,7.9,0.27638128843834414,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
midwest,2000,Illinois,IL,"Gore, Al",democrat,2589026,4742108,18.7,0.545965212095549,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Illinois,IL,"Bush, George W.",republican,2019421,4742108,18.7,0.42584879973210227,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Indiana,IN,"Bush, George W.",republican,1245836,2199302,15.7,0.566468816015263,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Indiana,IN,"Gore, Al",democrat,901980,2199302,15.7,0.4101210293083897,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Iowa,IA,"Gore, Al",democrat,638517,1353022,13.9,0.4719191557860848,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Iowa,IA,"Bush, George W.",republican,634373,1353022,13.9,0.4688563822317745,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Kansas,KS,"Bush, George W.",republican,622332,1072216,9.1,0.580416632469577,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Kansas,KS,"Gore, Al",democrat,399276,1072216,9.1,0.3723839226424526,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
south,2000,Kentucky,KY,"Bush, George W.",republican,872520,1544106,12.2,0.565064833631888,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Kentucky,KY,"Gore, Al",democrat,638923,1544106,12.2,0.4137818258591055,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Louisiana,LA,"Bush, George W.",republican,927871,1765656,7.1,0.5255106317425365,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Louisiana,LA,"Gore, Al",democrat,792344,1765656,7.1,0.44875332454339917,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
northeast,2000,Maine,ME,"Gore, Al",democrat,319951,651817,14.3,0.4908601647394898,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Maine,ME,"Bush, George W.",republican,286616,651817,14.3,0.43971850994987854,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
south,2000,Maryland,MD,"Gore, Al",democrat,1144008,2025212,14.7,0.5648830838450493,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Maryland,MD,"Bush, George W.",republican,813827,2025212,14.7,0.40184780655062285,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
northeast,2000,Massachusetts,MA,"Gore, Al",democrat,1616487,2733964,14.4,0.5912612602067913,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Massachusetts,MA,"Bush, George W.",republican,878502,2733964,14.4,0.32132902993601964,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
midwest,2000,Michigan,MI,"Gore, Al",democrat,2170418,4232501,21,0.5127979887069135,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Michigan,MI,"Bush, George W.",republican,1953139,4232501,21,0.46146214732140645,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Minnesota,MN,"Bush, George W.",republican,1109659,2438685,18.4,0.4550235065209324,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
south,2000,Mississippi,MS,"Bush, George W.",republican,572844,994184,6.1,0.5761951509982056,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Mississippi,MS,"Gore, Al",democrat,404614,994184,6.1,0.40698100150475164,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
midwest,2000,Missouri,MO,"Bush, George W.",republican,1189924,2359892,13.3,0.5042281595937441,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Missouri,MO,"Gore, Al",democrat,1111138,2359892,13.3,0.47084273348102373,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
west,2000,Montana,MT,"Bush, George W.",republican,240178,410986,14.3,0.584394602249225,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Montana,MT,"Gore, Al",democrat,137126,410986,14.3,0.3336512679264014,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
midwest,2000,Nebraska,NE,"Bush, George W.",republican,433862,697019,8.6,0.6224536203460738,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Nebraska,NE,"Gore, Al",democrat,231780,697019,8.6,0.33253039013283714,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
west,2000,Nevada,NV,"Bush, George W.",republican,301575,609426,17.3,0.49485089247915254,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Nevada,NV,"Gore, Al",democrat,279978,609426,17.3,0.4594126276200884,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
northeast,2000,New Hampshire,NH,"Bush, George W.",republican,273559,569081,10.5,0.4807030985044308,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,New Hampshire,NH,"Gore, Al",democrat,266348,569081,10.5,0.46803179160787306,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,New Jersey,NJ,"Gore, Al",democrat,1788850,3187226,20.9,0.5612560891508792,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,New Jersey,NJ,"Bush, George W.",republican,1284173,3187226,20.9,0.40291243859079967,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
west,2000,New Mexico,NM,"Gore, Al",democrat,286783,598605,8.3,0.47908554054844177,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,New Mexico,NM,"Bush, George W.",republican,286417,598605,8.3,0.47847411899332615,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
northeast,2000,New York,NY,"Gore, Al",democrat,3942215,6960215,25.7,0.566392704823055,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,New York,NY,"Bush, George W.",republican,2258577,6960215,25.7,0.32449816564574513,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
south,2000,North Carolina,NC,"Bush, George W.",republican,1631163,2914990,3.7,0.559577562873286,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,North Carolina,NC,"Gore, Al",democrat,1257692,2914990,3.7,0.43145671168683253,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
midwest,2000,North Dakota,ND,"Bush, George W.",republican,174852,288256,6.6,0.6065858126110124,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,North Dakota,ND,"Gore, Al",democrat,95284,288256,6.6,0.3305533969804618,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Ohio,OH,"Bush, George W.",republican,2350363,4701998,17.5,0.4998647383516539,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,Ohio,OH,"Gore, Al",democrat,2183628,4701998,17.5,0.46440428090356484,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
south,2000,Oklahoma,OK,"Bush, George W.",republican,744337,1234229,6.9,0.603078521084823,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,Oklahoma,OK,"Gore, Al",democrat,474276,1234229,6.9,0.38426904569573395,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
west,2000,Oregon,OR,"Gore, Al",democrat,720342,1533950,16.5,0.46959940024120733,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
west,2000,Oregon,OR,"Bush, George W.",republican,713577,1533950,16.5,0.46518921737996677,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4693268080723333,13.646153846153846
northeast,2000,Pennsylvania,PA,"Gore, Al",democrat,2485967,4912185,17,0.5060817131276611,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Pennsylvania,PA,"Bush, George W.",republican,2281127,4912185,17,0.4643813292862545,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Rhode Island,RI,"Gore, Al",democrat,249508,409112,18.3,0.6098770018967911,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
northeast,2000,Rhode Island,RI,"Bush, George W.",republican,130555,409112,18.3,0.31911799213907194,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4668484612965105,16.433333333333334
south,2000,South Carolina,SC,"Bush, George W.",republican,786892,1383902,4.1,0.5686038462261056,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
south,2000,South Carolina,SC,"Gore, Al",democrat,566037,1383902,4.1,0.40901523373764903,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.4887514475985421,8.25
midwest,2000,South Dakota,SD,"Bush, George W.",republican,190700,316269,5.7,0.6029677268401266,0.49575040202878534,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
midwest,2000,South Dakota,SD,"Gore, Al",democrat,118804,316269,5.7,0.37564225390411327,0.4587881951171873,12.45940594059406,-0.062456530101308375,2000s,0.47981724077058147,13.669565217391304
